word,cosine_distance
experiences,0.292225182056427
ahead,0.2835932672023773
mha,0.25705865025520325
location,0.25595277547836304
bollywood,0.24786260724067688
nears,0.24304674565792084
bahut,0.2391042858362198
eclipse,0.22984899580478668
summer,0.22899340093135834
batch,0.2285723090171814
gadgets,0.22694310545921326
independence,0.2262948751449585
after,0.22062428295612335
lucky,0.2203243523836136
hacks,0.21458002924919128
314,0.2140457034111023
technician,0.21384787559509277
dances,0.21243178844451904
app,0.21089722216129303
status,0.21024265885353088
finishes,0.20868325233459473
finished,0.20772439241409302
surfaces,0.20476771891117096
survivor,0.2028174251317978
pop,0.1989060789346695
format,0.19794870913028717
outclass,0.19782975316047668
environment,0.19654741883277893
revise,0.1954553872346878
shukla,0.19538556039333344
khosla,0.19444407522678375
550,0.1942567527294159
standoff,0.19399206340312958
blossoms,0.1931745707988739
internet,0.1913737803697586
deposits,0.19128617644309998
dc,0.19077634811401367
worst,0.18847955763339996
culture,0.18702611327171326
democrats,0.1864548921585083
kia,0.18604671955108643
faqs,0.1856456696987152
partners,0.18561631441116333
aadhar,0.18448464572429657
17,0.18238896131515503
failure,0.18163162469863892
percentile,0.18137356638908386
devarakonda,0.18116550147533417
modis,0.17999650537967682
think,0.17996814846992493
employees,0.1794644147157669
what,0.1793619692325592
ensure,0.17897814512252808
freedom,0.1777641922235489
pedaling,0.17773786187171936
chefs,0.17657767236232758
done,0.17443664371967316
deposit,0.17380109429359436
dhawan,0.17352454364299774
subscription,0.1735057234764099
airport,0.17335966229438782
practicing,0.1720738708972931
sanus,0.1718880981206894
does,0.1716255098581314
dn,0.17077112197875977
conference,0.1703641414642334
participate,0.16993387043476105
gold,0.16894099116325378
views,0.16864563524723053
apple,0.1683879792690277
flaunt,0.16785471141338348
rounding,0.1676388382911682
gstr,0.16747060418128967
viewed,0.16696734726428986
serials,0.16585564613342285
arrives,0.1653885394334793
main,0.16533391177654266
sun,0.16509416699409485
tennis,0.1646822988986969
resistance,0.16449306905269623
salonlike,0.1638624370098114
couple,0.163843035697937
panday,0.16381868720054626
saumya,0.1630273163318634
ppi,0.16201569139957428
pandya,0.16182637214660645
models,0.16135065257549286
schools,0.16122382879257202
stotram,0.1608169972896576
135,0.16075396537780762
foods,0.15995179116725922
family,0.15993352234363556
australia,0.1597873866558075
mother,0.15977874398231506
support,0.15914732217788696
13time,0.15908068418502808
opening,0.15897047519683838
products,0.15886066854000092
recovering,0.15860652923583984
creates,0.15837734937667847
